TAX,ASSESSED
COUNTY,48000
VILLAGE,48000
SCHOOL,46170
COUNTY,32700
VILLAGE,32700
SCHOOL,32700
COUNTY,76525
VILLAGE,76525
SCHOOL,76525
COUNTY,44500
VILLAGE,44500
SCHOOL,40710
COUNTY,86110
VILLAGE,86110
SCHOOL,86110
COUNTY,62400
VILLAGE,62400
SCHOOL,62400
COUNTY,47075
VILLAGE,47075
SCHOOL,45245
COUNTY,105800
VILLAGE,105800
SCHOOL,105800
COUNTY,114000
VILLAGE,114000
SCHOOL,114000
COUNTY,65800
VILLAGE,65800
SCHOOL,65800
COUNTY,102950
VILLAGE,102950
SCHOOL,102950
COUNTY,59850
VILLAGE,59850
SCHOOL,59850
COUNTY,70175
VILLAGE,70175
SCHOOL,70175
COUNTY,91900
VILLAGE,91900
SCHOOL,91900
COUNTY,32300
VILLAGE,32300
SCHOOL,32300
COUNTY,33200
VILLAGE,33200
SCHOOL,31370
COUNTY,56175
VILLAGE,56175
SCHOOL,56175
COUNTY,41200
VILLAGE,41200
SCHOOL,41200
COUNTY,37000
VILLAGE,37000
SCHOOL,35170
COUNTY,63000
VILLAGE,63000
SCHOOL,63000
COUNTY,86900
VILLAGE,86900
SCHOOL,86900
COUNTY,24450
VILLAGE,24450
SCHOOL,24570
COUNTY,43375
VILLAGE,43375
SCHOOL,43375
COUNTY,45800
VILLAGE,45800
SCHOOL,45800
COUNTY,33600
VILLAGE,33600
SCHOOL,33600
COUNTY,34850
VILLAGE,34850
SCHOOL,33020
COUNTY,85900
VILLAGE,85900
SCHOOL,85900
COUNTY,85175
VILLAGE,85175
SCHOOL,85175
COUNTY,44100
VILLAGE,44100
SCHOOL,44100
COUNTY,55350
VILLAGE,55350
SCHOOL,55350
COUNTY,70000
VILLAGE,70000
SCHOOL,70000
COUNTY,79000
VILLAGE,79000
SCHOOL,79000
COUNTY,52050
VILLAGE,52050
SCHOOL,50220
COUNTY,57750
VILLAGE,57750
SCHOOL,57750
COUNTY,45825
VILLAGE,45825
SCHOOL,45825
COUNTY,92720
VILLAGE,92720
SCHOOL,90890
COUNTY,49150
VILLAGE,49150
SCHOOL,49150
COUNTY,39500
VILLAGE,39500
SCHOOL,39500
COUNTY,34350
VILLAGE,34350
SCHOOL,32520
COUNTY,108000
VILLAGE,108000
SCHOOL,108000
COUNTY,37100
VILLAGE,37100
SCHOOL,37100
COUNTY,105600
VILLAGE,105600
SCHOOL,105600
COUNTY,45850
VILLAGE,45850
SCHOOL,45850
COUNTY,57300
VILLAGE,57300
SCHOOL,57300
COUNTY,11850
VILLAGE,11850
SCHOOL,10020
COUNTY,16500
VILLAGE,16500
SCHOOL,14670
COUNTY,17975
VILLAGE,17975
SCHOOL,16145
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,37000
VILLAGE,37000
SCHOOL,37000
COUNTY,23750
VILLAGE,23750
SCHOOL,21920
COUNTY,18170
VILLAGE,18170
SCHOOL,16340
COUNTY,20400
VILLAGE,20400
SCHOOL,18570
COUNTY,20500
VILLAGE,20500
SCHOOL,20500
COUNTY,20575
VILLAGE,20575
SCHOOL,20575
COUNTY,16700
VILLAGE,16700
SCHOOL,16700
COUNTY,45950
VILLAGE,45950
SCHOOL,46370
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,18075
VILLAGE,18075
SCHOOL,16245
COUNTY,16550
VILLAGE,16550
SCHOOL,14720
COUNTY,52500
VILLAGE,52500
SCHOOL,52500
COUNTY,43450
VILLAGE,43450
SCHOOL,41620
COUNTY,49275
VILLAGE,49275
SCHOOL,49275
COUNTY,51000
VILLAGE,51000
SCHOOL,51000
COUNTY,41817
VILLAGE,41817
SCHOOL,43500
COUNTY,63515
VILLAGE,63515
SCHOOL,64525
COUNTY,49500
VILLAGE,49500
SCHOOL,49500
COUNTY,59850
VILLAGE,59850
SCHOOL,59850
COUNTY,57675
VILLAGE,57675
SCHOOL,57675
COUNTY,63000
VILLAGE,63000
SCHOOL,63000
COUNTY,30725
VILLAGE,30725
SCHOOL,30725
COUNTY,41100
VILLAGE,41100
SCHOOL,39270
COUNTY,37000
VILLAGE,37000
SCHOOL,37000
COUNTY,46250
VILLAGE,46250
SCHOOL,46250
COUNTY,49275
VILLAGE,49275
SCHOOL,49275
COUNTY,42700
VILLAGE,42700
SCHOOL,42700
COUNTY,500
VILLAGE,500
SCHOOL,500
COUNTY,29900
VILLAGE,29900
SCHOOL,29900
COUNTY,35400
VILLAGE,35400
SCHOOL,35400
COUNTY,51575
VILLAGE,51575
SCHOOL,51575
COUNTY,38950
VILLAGE,38950
SCHOOL,42250
COUNTY,58000
VILLAGE,58000
SCHOOL,58000
COUNTY,47325
VILLAGE,47325
SCHOOL,47325
COUNTY,62150
VILLAGE,62150
SCHOOL,62150
COUNTY,44500
VILLAGE,44500
SCHOOL,44500
COUNTY,54925
VILLAGE,54925
SCHOOL,54925
COUNTY,47975
VILLAGE,47975
SCHOOL,47975
COUNTY,42400
VILLAGE,42400
SCHOOL,42400
COUNTY,25800
VILLAGE,25800
SCHOOL,25800
COUNTY,33850
VILLAGE,33850
SCHOOL,33850
COUNTY,55700
VILLAGE,55700
SCHOOL,53870
COUNTY,39650
VILLAGE,39650
SCHOOL,39650
COUNTY,7700
VILLAGE,7700
SCHOOL,7700
COUNTY,40900
VILLAGE,40900
SCHOOL,40900
COUNTY,41750
VILLAGE,41750
SCHOOL,41750
COUNTY,59675
VILLAGE,59675
SCHOOL,57845
COUNTY,24190
VILLAGE,24190
SCHOOL,23370
COUNTY,63800
VILLAGE,63800
SCHOOL,63800
COUNTY,54700
VILLAGE,54700
SCHOOL,54700
COUNTY,36400
VILLAGE,36400
SCHOOL,36400
COUNTY,45350
VILLAGE,45350
SCHOOL,43520
COUNTY,30800
VILLAGE,30800
SCHOOL,28970
COUNTY,37600
VILLAGE,37600
SCHOOL,35770
COUNTY,70150
VILLAGE,70150
SCHOOL,70150
COUNTY,71950
VILLAGE,71950
SCHOOL,71950
COUNTY,23500
VILLAGE,23500
SCHOOL,23500
COUNTY,36650
VILLAGE,36650
SCHOOL,36650
COUNTY,35450
VILLAGE,35450
SCHOOL,35450
COUNTY,32400
VILLAGE,32400
SCHOOL,32400
COUNTY,47525
VILLAGE,47525
SCHOOL,45695
COUNTY,60800
VILLAGE,60800
SCHOOL,58970
COUNTY,39750
VILLAGE,39750
SCHOOL,39750
COUNTY,71100
VILLAGE,71100
SCHOOL,71100
COUNTY,92000
VILLAGE,92000
SCHOOL,92000
COUNTY,49700
VILLAGE,49700
SCHOOL,49700
COUNTY,69350
VILLAGE,69350
SCHOOL,67520
COUNTY,38500
VILLAGE,38500
SCHOOL,38500
COUNTY,39000
VILLAGE,39000
SCHOOL,39000
COUNTY,56600
VILLAGE,56600
SCHOOL,56600
COUNTY,39050
VILLAGE,39050
SCHOOL,39050
COUNTY,47000
VILLAGE,47000
SCHOOL,47000
COUNTY,68800
VILLAGE,68800
SCHOOL,68800
COUNTY,80575
VILLAGE,80575
SCHOOL,80575
COUNTY,41250
VILLAGE,41250
SCHOOL,41250
COUNTY,43100
VILLAGE,43100
SCHOOL,41270
COUNTY,96375
VILLAGE,96375
SCHOOL,96375
COUNTY,41275
VILLAGE,41275
SCHOOL,41275
COUNTY,40925
VILLAGE,40925
SCHOOL,40925
COUNTY,40100
VILLAGE,40100
SCHOOL,40100
COUNTY,32800
VILLAGE,32800
SCHOOL,32800
COUNTY,37715
VILLAGE,37715
SCHOOL,38725
COUNTY,36950
VILLAGE,36950
SCHOOL,36950
COUNTY,30500
VILLAGE,30500
SCHOOL,30500
COUNTY,96800
VILLAGE,96800
SCHOOL,96800
COUNTY,62500
VILLAGE,62500
SCHOOL,62500
COUNTY,62600
VILLAGE,62600
SCHOOL,62600
COUNTY,20950
VILLAGE,20950
SCHOOL,20950
COUNTY,30350
VILLAGE,30350
SCHOOL,26560
COUNTY,34325
VILLAGE,34325
SCHOOL,34325
COUNTY,27500
VILLAGE,27500
SCHOOL,25670
COUNTY,56825
VILLAGE,56825
SCHOOL,54995
COUNTY,36950
VILLAGE,36950
SCHOOL,35120
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,40400
VILLAGE,40400
SCHOOL,40400
COUNTY,63200
VILLAGE,63200
SCHOOL,63200
COUNTY,12850
VILLAGE,12850
SCHOOL,12850
COUNTY,12700
VILLAGE,12700
SCHOOL,12700
COUNTY,20500
VILLAGE,20500
SCHOOL,18670
COUNTY,14500
VILLAGE,14500
SCHOOL,12670
COUNTY,13317
VILLAGE,13317
SCHOOL,13170
COUNTY,13650
VILLAGE,13650
SCHOOL,11820
COUNTY,7155
VILLAGE,7155
SCHOOL,7155
COUNTY,40025
VILLAGE,40025
SCHOOL,40025
COUNTY,13025
VILLAGE,13025
SCHOOL,11195
COUNTY,14490
VILLAGE,14490
SCHOOL,11710
COUNTY,15100
VILLAGE,15100
SCHOOL,13270
COUNTY,13375
VILLAGE,13375
SCHOOL,11545
COUNTY,11275
VILLAGE,11275
SCHOOL,11275
COUNTY,13450
VILLAGE,13450
SCHOOL,11620
COUNTY,15500
VILLAGE,15500
SCHOOL,13670
COUNTY,18100
VILLAGE,18100
SCHOOL,18100
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,27125
VILLAGE,27125
SCHOOL,25295
COUNTY,24375
VILLAGE,24375
SCHOOL,22545
COUNTY,5500
VILLAGE,5500
SCHOOL,5500
COUNTY,45750
VILLAGE,45750
SCHOOL,45750
COUNTY,12825
VILLAGE,12825
SCHOOL,12825
COUNTY,27500
VILLAGE,27500
SCHOOL,27500
COUNTY,25280
VILLAGE,25280
SCHOOL,23450
COUNTY,19300
VILLAGE,19300
SCHOOL,17470
COUNTY,21200
VILLAGE,21200
SCHOOL,19370
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,1200
VILLAGE,1200
SCHOOL,1200
COUNTY,23500
VILLAGE,23500
SCHOOL,23500
COUNTY,22800
VILLAGE,22800
SCHOOL,22800
COUNTY,31700
VILLAGE,31700
SCHOOL,29870
COUNTY,14725
VILLAGE,14725
SCHOOL,14725
COUNTY,22800
VILLAGE,22800
SCHOOL,20970
COUNTY,23100
VILLAGE,23100
SCHOOL,23100
COUNTY,21700
VILLAGE,21700
SCHOOL,19870
COUNTY,31175
VILLAGE,31175
SCHOOL,31175
COUNTY,61450
VILLAGE,61450
SCHOOL,61450
COUNTY,47300
VILLAGE,47300
SCHOOL,47300
COUNTY,39500
VILLAGE,39500
SCHOOL,39500
COUNTY,24800
VILLAGE,24800
SCHOOL,24800
COUNTY,39500
VILLAGE,39500
SCHOOL,39500
COUNTY,52075
VILLAGE,52075
SCHOOL,52075
COUNTY,29600
VILLAGE,29600
SCHOOL,29600
COUNTY,63350
VILLAGE,63350
SCHOOL,63350
COUNTY,89275
VILLAGE,89275
SCHOOL,89275
COUNTY,37300
VILLAGE,37300
SCHOOL,37300
COUNTY,52700
VILLAGE,52700
SCHOOL,52700
COUNTY,20900
VILLAGE,20900
SCHOOL,20900
COUNTY,70825
VILLAGE,70825
SCHOOL,70825
COUNTY,96700
VILLAGE,96700
SCHOOL,96700
COUNTY,41100
VILLAGE,41100
SCHOOL,41100
COUNTY,46500
VILLAGE,46500
SCHOOL,44670
COUNTY,44370
VILLAGE,44370
SCHOOL,44370
COUNTY,70400
VILLAGE,70400
SCHOOL,70400
COUNTY,86900
VILLAGE,86900
SCHOOL,86900
COUNTY,70400
VILLAGE,70400
SCHOOL,70400
COUNTY,26825
VILLAGE,26825
SCHOOL,24995
COUNTY,59600
VILLAGE,59600
SCHOOL,59600
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,11500
VILLAGE,11500
SCHOOL,11500
COUNTY,20250
VILLAGE,20250
SCHOOL,18420
COUNTY,16500
VILLAGE,16500
SCHOOL,14670
COUNTY,26050
VILLAGE,26050
SCHOOL,26050
COUNTY,23800
VILLAGE,23800
SCHOOL,21970
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,46500
VILLAGE,46500
SCHOOL,46500
COUNTY,17100
VILLAGE,17100
SCHOOL,15270
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,44240
VILLAGE,44240
SCHOOL,44240
COUNTY,50300
VILLAGE,50300
SCHOOL,48470
COUNTY,17400
VILLAGE,17400
SCHOOL,17400
COUNTY,29900
VILLAGE,29900
SCHOOL,28070
COUNTY,11400
VILLAGE,11400
SCHOOL,11400
COUNTY,1100
VILLAGE,1100
SCHOOL,1100
COUNTY,1100
VILLAGE,1100
SCHOOL,1100
COUNTY,11517
VILLAGE,11517
SCHOOL,9410
COUNTY,16800
VILLAGE,16800
SCHOOL,14970
COUNTY,32125
VILLAGE,32125
SCHOOL,30295
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,31575
VILLAGE,31575
SCHOOL,31575
COUNTY,28625
VILLAGE,28625
SCHOOL,28625
COUNTY,27450
VILLAGE,27450
SCHOOL,27450
COUNTY,32450
VILLAGE,32450
SCHOOL,30620
COUNTY,32250
VILLAGE,32250
SCHOOL,32250
COUNTY,36600
VILLAGE,36600
SCHOOL,36600
COUNTY,34955
VILLAGE,34955
SCHOOL,34955
COUNTY,21200
VILLAGE,21200
SCHOOL,21200
COUNTY,43100
VILLAGE,43100
SCHOOL,43100
COUNTY,21600
VILLAGE,21600
SCHOOL,19770
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,14350
VILLAGE,14350
SCHOOL,12520
COUNTY,14075
VILLAGE,14075
SCHOOL,14075
COUNTY,14000
VILLAGE,14000
SCHOOL,12170
COUNTY,25650
VILLAGE,25650
SCHOOL,23820
COUNTY,23500
VILLAGE,23500
SCHOOL,21670
COUNTY,17500
VILLAGE,17500
SCHOOL,15670
COUNTY,15245
VILLAGE,15245
SCHOOL,13415
COUNTY,14075
VILLAGE,14075
SCHOOL,12245
COUNTY,11300
VILLAGE,11300
SCHOOL,9470
COUNTY,13275
VILLAGE,13275
SCHOOL,11445
COUNTY,25525
VILLAGE,25525
SCHOOL,25525
COUNTY,13100
VILLAGE,13100
SCHOOL,11270
COUNTY,16500
VILLAGE,16500
SCHOOL,14670
COUNTY,14600
VILLAGE,14600
SCHOOL,12770
COUNTY,9551
VILLAGE,9551
SCHOOL,12770
COUNTY,31075
VILLAGE,31075
SCHOOL,31075
COUNTY,19400
VILLAGE,19400
SCHOOL,17570
COUNTY,37100
VILLAGE,37100
SCHOOL,37100
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,21100
VILLAGE,21100
SCHOOL,19270
COUNTY,19100
VILLAGE,19100
SCHOOL,17270
COUNTY,10550
VILLAGE,10550
SCHOOL,6760
COUNTY,12200
VILLAGE,12200
SCHOOL,10370
COUNTY,16200
VILLAGE,16200
SCHOOL,14370
COUNTY,20800
VILLAGE,20800
SCHOOL,20800
COUNTY,26675
VILLAGE,26675
SCHOOL,26675
COUNTY,13200
VILLAGE,13200
SCHOOL,13200
COUNTY,19625
VILLAGE,19625
SCHOOL,17795
COUNTY,22475
VILLAGE,22475
SCHOOL,22475
COUNTY,28600
VILLAGE,28600
SCHOOL,28600
COUNTY,57325
VILLAGE,57325
SCHOOL,57325
COUNTY,13375
VILLAGE,13375
SCHOOL,9585
COUNTY,19350
VILLAGE,19350
SCHOOL,19350
COUNTY,15200
VILLAGE,15200
SCHOOL,15200
COUNTY,32575
VILLAGE,32575
SCHOOL,32575
COUNTY,15800
VILLAGE,15800
SCHOOL,15800
COUNTY,27800
VILLAGE,27800
SCHOOL,25970
COUNTY,26500
VILLAGE,26500
SCHOOL,26500
COUNTY,10690
VILLAGE,10690
SCHOOL,7910
COUNTY,52600
VILLAGE,52600
SCHOOL,52600
COUNTY,46375
VILLAGE,46375
SCHOOL,46375
COUNTY,48050
VILLAGE,48050
SCHOOL,48050
COUNTY,37575
VILLAGE,37575
SCHOOL,37575
COUNTY,46350
VILLAGE,46350
SCHOOL,46350
COUNTY,36075
VILLAGE,36075
SCHOOL,36075
COUNTY,44675
VILLAGE,44675
SCHOOL,42845
COUNTY,72400
VILLAGE,72400
SCHOOL,72400
COUNTY,35300
VILLAGE,35300
SCHOOL,35300
COUNTY,35100
VILLAGE,35100
SCHOOL,35100
COUNTY,15000
VILLAGE,15000
SCHOOL,13170
COUNTY,35750
VILLAGE,35750
SCHOOL,35750
COUNTY,12800
VILLAGE,12800
SCHOOL,10970
COUNTY,36500
VILLAGE,36500
SCHOOL,36500
COUNTY,33450
VILLAGE,33450
SCHOOL,33450
COUNTY,14525
VILLAGE,14525
SCHOOL,12695
COUNTY,42750
VILLAGE,42750
SCHOOL,42750
COUNTY,38400
VILLAGE,38400
SCHOOL,38400
COUNTY,22650
VILLAGE,22650
SCHOOL,22470
COUNTY,63875
VILLAGE,63875
SCHOOL,63875
COUNTY,49950
VILLAGE,49950
SCHOOL,49950
COUNTY,61400
VILLAGE,61400
SCHOOL,61400
COUNTY,34400
VILLAGE,34400
SCHOOL,32570
COUNTY,48100
VILLAGE,48100
SCHOOL,46270
COUNTY,48200
VILLAGE,48200
SCHOOL,46370
COUNTY,24400
VILLAGE,24400
SCHOOL,24400
COUNTY,57350
VILLAGE,57350
SCHOOL,57350
COUNTY,18500
VILLAGE,18500
SCHOOL,16670
COUNTY,36950
VILLAGE,36950
SCHOOL,36950
COUNTY,21825
VILLAGE,21825
SCHOOL,19995
COUNTY,33600
VILLAGE,33600
SCHOOL,31770
COUNTY,39150
VILLAGE,39150
SCHOOL,39150
COUNTY,49600
VILLAGE,49600
SCHOOL,49600
COUNTY,19525
VILLAGE,19525
SCHOOL,19525
COUNTY,31150
VILLAGE,31150
SCHOOL,31150
COUNTY,43000
VILLAGE,43000
SCHOOL,43000
COUNTY,40300
VILLAGE,40300
SCHOOL,40300
COUNTY,26375
VILLAGE,26375
SCHOOL,26375
COUNTY,11000
VILLAGE,11000
SCHOOL,9170
COUNTY,49925
VILLAGE,49925
SCHOOL,49925
COUNTY,63300
VILLAGE,63300
SCHOOL,63300
COUNTY,147420
VILLAGE,147420
SCHOOL,147420
COUNTY,26200
VILLAGE,26200
SCHOOL,26200
COUNTY,2500
VILLAGE,2500
SCHOOL,2500
COUNTY,1900
VILLAGE,1900
SCHOOL,1900
COUNTY,1700
VILLAGE,1700
SCHOOL,1700
COUNTY,46700
VILLAGE,46700
SCHOOL,46700
COUNTY,29600
VILLAGE,29600
SCHOOL,29600
COUNTY,32440
VILLAGE,32440
SCHOOL,31620
COUNTY,43500
VILLAGE,43500
SCHOOL,43500
COUNTY,25075
VILLAGE,25075
SCHOOL,25075
COUNTY,36300
VILLAGE,36300
SCHOOL,36300
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,39350
VILLAGE,39350
SCHOOL,39350
COUNTY,89750
VILLAGE,89750
SCHOOL,89750
COUNTY,39500
VILLAGE,39500
SCHOOL,37670
COUNTY,24575
VILLAGE,24575
SCHOOL,24575
COUNTY,52800
VILLAGE,52800
SCHOOL,50970
COUNTY,76450
VILLAGE,76450
SCHOOL,76450
COUNTY,89400
VILLAGE,89400
SCHOOL,89400
COUNTY,40500
VILLAGE,40500
SCHOOL,40500
COUNTY,70350
VILLAGE,70350
SCHOOL,70350
COUNTY,79200
VILLAGE,79200
SCHOOL,79200
COUNTY,43125
VILLAGE,43125
SCHOOL,41295
COUNTY,6600
VILLAGE,6600
SCHOOL,6600
COUNTY,41275
VILLAGE,41275
SCHOOL,39445
COUNTY,29525
VILLAGE,29525
SCHOOL,29525
COUNTY,30975
VILLAGE,30975
SCHOOL,30975
COUNTY,43275
VILLAGE,43275
SCHOOL,43275
COUNTY,31600
VILLAGE,31600
SCHOOL,27810
COUNTY,2200
VILLAGE,2200
SCHOOL,2200
COUNTY,38700
VILLAGE,38700
SCHOOL,36870
COUNTY,50600
VILLAGE,50600
SCHOOL,48770
COUNTY,31490
VILLAGE,31490
SCHOOL,32500
COUNTY,65535
VILLAGE,65535
SCHOOL,65535
COUNTY,71975
VILLAGE,71975
SCHOOL,71975
COUNTY,35735
VILLAGE,35735
SCHOOL,35735
COUNTY,17800
VILLAGE,17800
SCHOOL,17800
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,37325
VILLAGE,37325
SCHOOL,37325
COUNTY,22100
VILLAGE,22100
SCHOOL,22100
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,110000
VILLAGE,110000
SCHOOL,110000
COUNTY,46810
VILLAGE,46810
SCHOOL,46810
COUNTY,59000
VILLAGE,59000
SCHOOL,62170
COUNTY,53800
VILLAGE,53800
SCHOOL,53800
COUNTY,50165
VILLAGE,50165
SCHOOL,50165
COUNTY,66500
VILLAGE,66500
SCHOOL,66500
COUNTY,36900
VILLAGE,36900
SCHOOL,36900
COUNTY,85500
VILLAGE,85500
SCHOOL,85500
COUNTY,43450
VILLAGE,43450
SCHOOL,43450
COUNTY,33750
VILLAGE,33750
SCHOOL,33750
COUNTY,19400
VILLAGE,19400
SCHOOL,19400
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,22175
VILLAGE,22175
SCHOOL,22175
COUNTY,35700
VILLAGE,35700
SCHOOL,35700
COUNTY,21750
VILLAGE,21750
SCHOOL,19920
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,15300
VILLAGE,15300
SCHOOL,15300
COUNTY,2000
VILLAGE,2000
SCHOOL,2000
COUNTY,1500
VILLAGE,1500
SCHOOL,1500
COUNTY,1900
VILLAGE,1900
SCHOOL,1900
COUNTY,4000
VILLAGE,4000
SCHOOL,4000
COUNTY,15425
VILLAGE,15425
SCHOOL,15425
COUNTY,30000
VILLAGE,30000
SCHOOL,28170
COUNTY,62625
VILLAGE,62625
SCHOOL,62625
COUNTY,38300
VILLAGE,38300
SCHOOL,38300
COUNTY,35800
VILLAGE,35800
SCHOOL,35800
COUNTY,31700
VILLAGE,31700
SCHOOL,29870
COUNTY,85625
VILLAGE,85625
SCHOOL,85625
COUNTY,50550
VILLAGE,50550
SCHOOL,48720
COUNTY,12300
VILLAGE,12300
SCHOOL,12300
COUNTY,32300
VILLAGE,32300
SCHOOL,33570
COUNTY,41750
VILLAGE,41750
SCHOOL,42670
COUNTY,58450
VILLAGE,58450
SCHOOL,58450
COUNTY,65200
VILLAGE,65200
SCHOOL,65200
COUNTY,50800
VILLAGE,50800
SCHOOL,50800
COUNTY,48450
VILLAGE,48450
SCHOOL,48450
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,65000
VILLAGE,65000
SCHOOL,65000
COUNTY,51000
VILLAGE,51000
SCHOOL,49170
COUNTY,38275
VILLAGE,38275
SCHOOL,36445
COUNTY,85175
VILLAGE,85175
SCHOOL,85175
COUNTY,49000
VILLAGE,49000
SCHOOL,49000
COUNTY,51050
VILLAGE,51050
SCHOOL,51050
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,66000
VILLAGE,66000
SCHOOL,66000
COUNTY,52800
VILLAGE,52800
SCHOOL,50970
COUNTY,52800
VILLAGE,52800
SCHOOL,52800
COUNTY,41600
VILLAGE,41600
SCHOOL,39770
COUNTY,43675
VILLAGE,43675
SCHOOL,43675
COUNTY,46100
VILLAGE,46100
SCHOOL,44270
COUNTY,35300
VILLAGE,35300
SCHOOL,33470
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,10390
VILLAGE,10390
SCHOOL,9570
COUNTY,23750
VILLAGE,23750
SCHOOL,21920
COUNTY,16975
VILLAGE,16975
SCHOOL,15145
COUNTY,28100
VILLAGE,28100
SCHOOL,26270
COUNTY,27600
VILLAGE,27600
SCHOOL,27600
COUNTY,24100
VILLAGE,24100
SCHOOL,24100
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,27200
VILLAGE,27200
SCHOOL,25370
COUNTY,48600
VILLAGE,48600
SCHOOL,48600
COUNTY,44700
VILLAGE,44700
SCHOOL,44700
COUNTY,11800
VILLAGE,11800
SCHOOL,11800
COUNTY,40475
VILLAGE,40475
SCHOOL,40475
COUNTY,75000
VILLAGE,75000
SCHOOL,75000
COUNTY,27400
VILLAGE,27400
SCHOOL,25570
COUNTY,28000
VILLAGE,28000
SCHOOL,26170
COUNTY,21800
VILLAGE,21800
SCHOOL,19970
COUNTY,11725
VILLAGE,11725
SCHOOL,11725
COUNTY,31585
VILLAGE,31585
SCHOOL,31585
COUNTY,33950
VILLAGE,33950
SCHOOL,33950
COUNTY,23175
VILLAGE,23175
SCHOOL,21345
COUNTY,26475
VILLAGE,26475
SCHOOL,26475
COUNTY,33000
VILLAGE,33000
SCHOOL,33000
COUNTY,40290
VILLAGE,40290
SCHOOL,40290
COUNTY,21200
VILLAGE,21200
SCHOOL,19370
COUNTY,22900
VILLAGE,22900
SCHOOL,22900
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,32550
VILLAGE,32550
SCHOOL,30720
COUNTY,36950
VILLAGE,36950
SCHOOL,36950
COUNTY,25600
VILLAGE,25600
SCHOOL,23770
COUNTY,37750
VILLAGE,37750
SCHOOL,37750
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,31625
VILLAGE,31625
SCHOOL,29795
COUNTY,25525
VILLAGE,25525
SCHOOL,23695
COUNTY,20750
VILLAGE,20750
SCHOOL,20750
COUNTY,19350
VILLAGE,19350
SCHOOL,15560
COUNTY,17000
VILLAGE,17000
SCHOOL,15170
COUNTY,15850
VILLAGE,15850
SCHOOL,15850
COUNTY,51200
VILLAGE,51200
SCHOOL,51200
COUNTY,15450
VILLAGE,15450
SCHOOL,13620
COUNTY,16950
VILLAGE,16950
SCHOOL,15120
COUNTY,14175
VILLAGE,14175
SCHOOL,12345
COUNTY,22825
VILLAGE,22825
SCHOOL,22825
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,38725
VILLAGE,38725
SCHOOL,38725
COUNTY,30350
VILLAGE,30350
SCHOOL,28520
COUNTY,29225
VILLAGE,29225
SCHOOL,29225
COUNTY,31675
VILLAGE,31675
SCHOOL,31675
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,28600
VILLAGE,28600
SCHOOL,28600
COUNTY,30155
VILLAGE,30155
SCHOOL,30155
COUNTY,21000
VILLAGE,21000
SCHOOL,19170
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,43450
VILLAGE,43450
SCHOOL,43450
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,25000
VILLAGE,25000
SCHOOL,23170
COUNTY,23750
VILLAGE,23750
SCHOOL,23750
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,26725
VILLAGE,26725
SCHOOL,26725
COUNTY,47475
VILLAGE,47475
SCHOOL,47475
COUNTY,37575
VILLAGE,37575
SCHOOL,37575
COUNTY,35000
VILLAGE,35000
SCHOOL,33170
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,38400
VILLAGE,38400
SCHOOL,38400
COUNTY,58000
VILLAGE,58000
SCHOOL,58000
COUNTY,39500
VILLAGE,39500
SCHOOL,39500
COUNTY,31600
VILLAGE,31600
SCHOOL,31600
COUNTY,31900
VILLAGE,31900
SCHOOL,30070
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,23375
VILLAGE,23375
SCHOOL,21545
COUNTY,31500
VILLAGE,31500
SCHOOL,31500
COUNTY,31500
VILLAGE,31500
SCHOOL,29670
COUNTY,42100
VILLAGE,42100
SCHOOL,42100
COUNTY,51100
VILLAGE,51100
SCHOOL,51100
COUNTY,56325
